X1,X2,X3,X4,X5,Y
73,43,0.0,6.49,0.0,56.0
75,55,0.1,3.8,0.0,63.0
77,58,0.01,7.38,0.0,66.0
60,34,0.0,10.07,0.0,51.0
47,30,0.0,9.4,0.0,38.0
66,38,0.0,10.96,0.0,47.0
66,39,0.0,3.36,0.0,53.0
67,31,0.0,3.8,0.0,48.0
76,45,0.0,8.72,0.0,57.0
76,53,0.0,10.74,0.0,65.0
61,34,0.0,4.03,0.0,52.0
66,32,0.0,3.36,0.0,47.0
71,49,0.0,7.16,0.0,59.0
63,43,0.0,4.03,0.0,52.0
62,52,0.15,3.36,0.0,56.0
76,55,0.0,6.93,0.0,66.0
68,45,0.0,2.46,0.0,57.0
65,36,0.0,3.8,0.0,51.0
73,43,0.0,6.71,0.0,56.0
75,57,0.01,10.07,0.0,66.0
57,35,0.0,5.59,0.0,50.0
46,29,0.0,3.8,0.0,37.0
47,21,0.0,2.91,0.0,34.0
53,34,0.21,2.01,0.0,42.0
46,35,0.0,5.82,0.0,42.0
44,36,0.81,3.8,0.0,40.0
49,27,0.0,1.79,0.0,39.0
53,29,0.0,1.34,0.0,39.0
45,33,0.12,6.71,0.0,39.0
41,32,0.0,3.8,0.0,36.0
44,30,0.0,0.45,0.0,37.0
40,28,0.03,7.61,0.1,34.0
42,26,0.0,4.92,0.0,32.0
57,30,0.0,11.63,0.0,39.0
48,31,0.0,4.92,0.0,43.0
40,29,0.0,2.01,0.0,35.0
58,26,0.0,2.24,0.0,38.0
50,17,0.08,8.5,0.0,42.0
37,14,0.0,4.47,0.0,23.0
53,26,0.0,4.92,0.0,35.0
59,26,0.0,4.7,0.0,40.0
61,35,0.06,5.37,0.0,48.0
63,40,0.81,10.51,0.0,58.0
56,29,0.0,4.03,0.0,43.0
58,34,0.0,3.8,0.0,45.0
51,27,0.0,3.8,0.0,42.0
65,40,0.0,8.95,0.0,49.0
71,43,0.0,4.7,0.0,56.0
72,46,0.04,5.14,0.0,56.0
59,44,0.0,7.61,0.0,51.0
69,41,0.0,6.26,0.0,52.0
50,36,0.0,4.47,0.0,43.0
63,34,0.05,12.3,0.0,54.0
40,27,0.0,6.49,0.0,34.0
51,26,0.0,6.71,0.0,36.0
55,34,0.0,5.59,0.0,43.0
59,28,0.0,2.24,0.0,41.0
47,31,0.01,6.26,0.0,43.0
54,26,0.0,1.79,0.0,39.0
53,31,0.0,2.24,0.0,41.0
66,37,0.0,6.04,0.0,48.0
73,45,0.0,4.7,0.0,57.0
63,37,0.0,3.58,0.0,50.0
68,45,0.0,4.7,0.0,55.0
76,59,0.0,10.96,0.0,66.0
68,34,0.0,10.74,0.0,58.0
51,26,0.0,4.03,0.0,37.0
59,28,0.0,6.93,0.0,42.0
53,40,0.01,10.96,0.0,46.0
46,27,0.0,9.4,0.0,40.0
46,21,0.0,7.83,0.0,32.0
52,35,0.0,8.05,0.0,42.0
44,29,0.64,2.01,0.0,40.0
47,23,0.0,4.47,0.0,34.0
45,24,0.0,2.46,0.0,34.0
50,22,0.0,6.04,0.0,34.0
57,39,0.0,5.14,0.0,46.0
51,34,0.0,1.79,0.0,45.0
39,19,0.01,11.41,0.0,30.0
30,18,0.49,5.14,0.6,20.0
